client_id,age,gender,region,income_level,segment,device_type,tech_usage
7442,30,Female,Gabes,Low,Retired,Android,4G
7443,24,Female,Monastir,High,Student,Android,5G
7444,44,Female,Tunis,Medium,Student,Android,4G
7445,27,Female,Bizerte,Low,Retired,Android,5G
7446,51,Female,Tunis,Low,Unemployed,iOS,4G
7447,53,Male,Nabeul,Low,Unemployed,Android,4G
7448,42,Female,Gabes,Medium,Student,Android,5G
7449,23,Male,Bizerte,Low,Student,Android,4G
7450,41,Male,Tunis,Medium,Professional,Android,3G
7451,35,Female,Bizerte,High,Unemployed,iOS,3G
7452,40,Female,Gabes,Medium,Unemployed,iOS,4G
7453,23,Female,Nabeul,Medium,Retired,iOS,4G
7454,46,Male,Kairouan,Low,Professional,iOS,4G
7455,42,Male,Monastir,Medium,Retired,Android,4G
7456,34,Male,Nabeul,Low,Professional,Android,3G
7457,63,Female,Bizerte,High,Unemployed,Android,4G
7458,41,Male,Monastir,Low,Retired,Feature Phone,3G
7459,28,Male,Nabeul,Medium,Professional,Android,4G
7460,43,Male,Monastir,Medium,Retired,Feature Phone,5G
7461,68,Female,Kairouan,Medium,Professional,iOS,5G
7462,51,Male,Gabes,High,Student,iOS,4G
7463,45,Male,Bizerte,Low,Retired,Android,4G
7464,20,Female,Bizerte,Low,Student,Android,4G
7465,28,Female,Kairouan,Medium,Professional,Android,3G
7466,55,Female,Sfax,Medium,Retired,Android,5G
7467,31,Male,Kairouan,Medium,Professional,Feature Phone,4G
7468,68,Male,Kairouan,Low,Professional,iOS,4G
7469,43,Male,Kairouan,Medium,Student,iOS,4G
7470,65,Female,Gabes,High,Retired,Android,3G
7471,38,Male,Nabeul,Medium,Unemployed,Android,4G
7472,56,Female,Sousse,High,Professional,iOS,3G
7473,47,Female,Kairouan,Medium,Student,Android,4G
7474,25,Male,Bizerte,Low,Unemployed,iOS,3G
7475,68,Male,Tunis,Low,Student,iOS,5G
7476,37,Male,Sfax,Medium,Student,Android,4G
7477,65,Female,Kairouan,Medium,Student,iOS,5G
7478,49,Female,Kairouan,Medium,Professional,iOS,5G
7479,39,Male,Sfax,Medium,Unemployed,Android,4G
7480,24,Female,Kairouan,High,Professional,Android,4G
7481,26,Male,Bizerte,Medium,Professional,Android,4G
7482,62,Male,Sousse,Medium,Retired,Android,3G
7483,18,Male,Kairouan,Low,Unemployed,iOS,3G
7484,46,Female,Sfax,Medium,Retired,Android,4G
7485,25,Female,Kairouan,High,Student,iOS,4G
7486,21,Male,Gabes,Low,Unemployed,Android,3G
7487,52,Male,Bizerte,High,Unemployed,Feature Phone,4G
7488,20,Female,Bizerte,High,Professional,Feature Phone,3G
7489,62,Male,Sousse,Medium,Student,iOS,4G
7490,57,Female,Nabeul,Low,Professional,Android,5G
7491,24,Male,Gabes,Low,Retired,Android,4G
7492,44,Female,Gabes,Low,Student,Android,5G
7493,18,Male,Sousse,Low,Professional,Android,4G
7494,44,Female,Monastir,Medium,Professional,Android,3G
7495,33,Male,Monastir,Low,Professional,iOS,4G
7496,55,Female,Nabeul,Medium,Student,Android,4G
7497,24,Female,Tunis,Low,Retired,Android,4G
7498,61,Female,Nabeul,Low,Unemployed,Android,4G
7499,40,Female,Monastir,Medium,Professional,Feature Phone,5G
7500,58,Male,Nabeul,High,Student,Android,4G
7501,28,Female,Kairouan,Medium,Unemployed,Android,5G
7502,59,Female,Gabes,Medium,Professional,Feature Phone,4G
7503,50,Male,Nabeul,Medium,Student,Android,3G
7504,67,Female,Tunis,Medium,Retired,iOS,4G
7505,53,Male,Tunis,High,Professional,iOS,5G
7506,54,Female,Bizerte,Low,Student,Android,4G
7507,58,Female,Kairouan,High,Professional,Android,4G
7508,34,Female,Bizerte,Low,Student,iOS,4G
7509,52,Female,Sfax,High,Retired,Android,4G
7510,65,Female,Monastir,Low,Retired,Android,4G
7511,22,Female,Bizerte,High,Student,Android,4G
7512,65,Male,Gabes,High,Unemployed,Android,4G
7513,49,Male,Gabes,Low,Retired,Android,4G
7514,20,Female,Kairouan,High,Professional,Feature Phone,5G
7515,69,Female,Tunis,Low,Retired,Feature Phone,5G
7516,64,Male,Gabes,Low,Professional,Android,3G
7517,52,Male,Monastir,Medium,Retired,Android,4G
7518,69,Female,Bizerte,High,Retired,Android,4G
7519,31,Female,Monastir,Medium,Professional,Feature Phone,4G
7520,65,Female,Nabeul,Medium,Retired,Android,4G
7521,48,Female,Bizerte,Medium,Professional,Android,4G
7522,48,Female,Kairouan,High,Professional,iOS,5G
7523,34,Female,Nabeul,Medium,Retired,Android,5G
7524,41,Male,Monastir,Low,Retired,Android,3G
7525,69,Female,Bizerte,Low,Professional,Android,4G
7526,40,Female,Monastir,Low,Student,iOS,3G
7527,35,Male,Sousse,Medium,Retired,iOS,3G
7528,67,Male,Kairouan,Low,Unemployed,iOS,5G
7529,31,Male,Kairouan,Low,Retired,Android,4G
7530,67,Male,Gabes,High,Student,Android,4G
7531,32,Female,Kairouan,Low,Student,iOS,4G
7532,32,Male,Sfax,Medium,Retired,iOS,5G
7533,23,Male,Gabes,Low,Retired,Android,5G
7534,44,Female,Gabes,Low,Unemployed,Android,3G
7535,32,Male,Nabeul,Low,Retired,iOS,5G
7536,67,Male,Nabeul,Medium,Student,Android,5G
7537,53,Female,Monastir,High,Unemployed,Android,4G
7538,25,Female,Sousse,Low,Retired,Android,4G
7539,32,Female,Gabes,Low,Unemployed,Feature Phone,3G
7540,20,Female,Nabeul,Medium,Unemployed,iOS,4G
7541,64,Female,Tunis,Medium,Student,Android,4G
7542,30,Female,Bizerte,Medium,Student,iOS,5G
7543,58,Female,Bizerte,High,Professional,Android,5G
7544,51,Male,Kairouan,Medium,Student,Android,4G
7545,41,Male,Monastir,Medium,Professional,Android,4G
7546,57,Female,Sousse,High,Student,Android,4G
7547,49,Male,Bizerte,Medium,Student,Feature Phone,4G
7548,49,Female,Tunis,Low,Professional,Android,4G
7549,47,Male,Sousse,Low,Professional,Android,4G
7550,69,Female,Sfax,Low,Professional,Feature Phone,3G
7551,66,Male,Bizerte,Low,Unemployed,Android,3G
7552,30,Female,Gabes,Low,Professional,Android,3G
7553,18,Male,Tunis,Low,Unemployed,Android,4G
7554,51,Female,Monastir,High,Unemployed,Feature Phone,3G
7555,32,Male,Monastir,High,Professional,Android,4G
7556,61,Male,Tunis,Medium,Professional,Android,5G
7557,31,Female,Bizerte,High,Professional,Android,4G
7558,46,Male,Nabeul,Low,Student,Feature Phone,4G
7559,51,Male,Nabeul,High,Student,iOS,4G
7560,35,Male,Kairouan,Medium,Professional,Android,4G
7561,24,Male,Sfax,Low,Retired,iOS,4G
7562,46,Male,Gabes,Low,Professional,iOS,4G
7563,48,Female,Sfax,Low,Retired,iOS,4G
7564,42,Female,Sfax,Low,Student,iOS,4G
7565,55,Male,Bizerte,Low,Student,Android,5G
7566,31,Female,Gabes,Low,Retired,iOS,4G
7567,25,Male,Bizerte,Low,Student,iOS,4G
7568,44,Female,Bizerte,Low,Professional,Android,4G
7569,19,Male,Kairouan,High,Retired,Android,4G
7570,34,Male,Tunis,Low,Retired,Android,3G
7571,54,Male,Monastir,Low,Unemployed,iOS,5G
7572,31,Male,Kairouan,Medium,Student,iOS,4G
7573,42,Female,Monastir,High,Retired,Android,4G
7574,47,Female,Kairouan,Low,Retired,iOS,4G
7575,46,Female,Bizerte,High,Retired,iOS,4G
7576,37,Male,Kairouan,Low,Student,Feature Phone,5G
7577,38,Female,Monastir,Low,Retired,Android,3G
7578,39,Female,Kairouan,Low,Retired,Android,4G
7579,52,Male,Sousse,Medium,Professional,iOS,3G
7580,54,Male,Gabes,Low,Professional,Android,5G
7581,33,Male,Tunis,Medium,Unemployed,Android,4G
7582,67,Female,Monastir,Low,Retired,Android,5G
7583,66,Female,Gabes,Medium,Student,iOS,5G
7584,60,Male,Tunis,Low,Unemployed,Android,4G
7585,34,Female,Nabeul,Medium,Unemployed,Android,3G
7586,33,Male,Sousse,Medium,Unemployed,Android,4G
7587,19,Female,Bizerte,Medium,Retired,Android,3G
7588,21,Male,Nabeul,Low,Unemployed,Feature Phone,5G
7589,38,Female,Monastir,High,Student,Android,3G
7590,56,Female,Nabeul,Medium,Professional,Android,4G
7591,51,Female,Tunis,Low,Professional,Android,3G
7592,47,Male,Tunis,High,Retired,Android,3G
7593,23,Male,Tunis,Medium,Student,Feature Phone,4G
7594,34,Male,Sousse,Medium,Student,Feature Phone,4G
7595,56,Female,Nabeul,Low,Student,Android,3G
7596,42,Male,Gabes,Medium,Retired,Android,4G
7597,22,Female,Sousse,Low,Student,Android,4G
7598,22,Male,Tunis,Medium,Professional,Android,5G
7599,37,Male,Kairouan,Medium,Student,iOS,5G
7600,33,Female,Tunis,Medium,Student,Android,4G
7601,68,Female,Kairouan,Low,Retired,iOS,4G
7602,58,Male,Bizerte,High,Unemployed,iOS,4G
7603,54,Male,Sousse,Low,Unemployed,Android,4G
7604,57,Female,Kairouan,Medium,Retired,iOS,4G
7605,26,Female,Sousse,Medium,Retired,iOS,4G
7606,22,Male,Sfax,Medium,Retired,Android,4G
7607,59,Female,Gabes,Low,Retired,Feature Phone,4G
7608,19,Male,Sfax,Low,Student,iOS,4G
7609,26,Male,Kairouan,Low,Student,Android,4G
7610,60,Male,Sfax,Medium,Unemployed,Feature Phone,5G
7611,53,Female,Nabeul,Low,Retired,iOS,3G
7612,39,Male,Monastir,Medium,Retired,Android,4G
7613,39,Male,Gabes,Medium,Student,Android,5G
7614,39,Female,Kairouan,Low,Retired,iOS,3G
7615,51,Female,Bizerte,Low,Professional,Android,5G
7616,46,Female,Nabeul,Low,Student,Android,5G
7617,55,Male,Bizerte,Low,Professional,Android,4G
7618,63,Female,Gabes,Medium,Student,Android,4G
7619,50,Female,Gabes,Medium,Student,iOS,5G
7620,35,Male,Kairouan,Medium,Student,Android,4G
7621,24,Male,Sousse,Low,Unemployed,Android,3G
7622,18,Male,Monastir,High,Unemployed,iOS,5G
7623,50,Male,Kairouan,Low,Student,iOS,3G
7624,18,Female,Nabeul,Low,Student,iOS,4G
7625,41,Male,Sousse,Medium,Student,Android,5G
7626,21,Female,Sousse,High,Student,iOS,4G
7627,21,Male,Sousse,Low,Retired,iOS,4G
7628,35,Male,Kairouan,Medium,Retired,Android,4G
7629,44,Female,Tunis,High,Retired,iOS,4G
7630,60,Female,Tunis,Medium,Unemployed,Android,4G
7631,49,Female,Bizerte,Low,Professional,Android,4G
7632,50,Male,Tunis,High,Student,iOS,4G
7633,45,Male,Tunis,Medium,Retired,Android,4G
7634,59,Female,Sousse,Medium,Retired,iOS,4G
7635,58,Female,Sousse,Medium,Retired,Android,4G
7636,53,Male,Gabes,High,Student,iOS,5G
7637,23,Female,Sousse,Medium,Student,Android,4G
7638,33,Female,Kairouan,Low,Professional,Android,4G
7639,51,Male,Gabes,Medium,Unemployed,Android,4G
7640,40,Female,Monastir,Low,Professional,Android,5G
7641,67,Male,Gabes,Low,Student,iOS,4G
7642,59,Male,Nabeul,Medium,Professional,iOS,4G
7643,41,Male,Tunis,Low,Retired,Android,4G
7644,66,Female,Nabeul,Medium,Professional,Android,4G
7645,30,Female,Sousse,High,Retired,Android,3G
7646,35,Female,Tunis,Medium,Professional,iOS,4G
7647,30,Female,Sousse,High,Retired,Android,4G
7648,66,Male,Tunis,Low,Professional,Android,4G
7649,54,Male,Monastir,High,Unemployed,Android,4G
7650,60,Female,Tunis,High,Professional,Android,4G
7651,56,Female,Tunis,Low,Student,Android,4G
7652,59,Female,Kairouan,Low,Student,Android,3G
7653,34,Female,Monastir,Low,Retired,Android,3G
7654,32,Male,Nabeul,High,Student,Android,4G
7655,35,Female,Bizerte,High,Retired,Android,4G
7656,40,Male,Monastir,Low,Unemployed,Android,4G
7657,68,Female,Tunis,Medium,Student,Android,4G
7658,47,Female,Sfax,Low,Student,Android,4G
7659,51,Female,Sfax,Medium,Retired,iOS,4G
7660,21,Male,Sfax,High,Unemployed,iOS,4G
7661,20,Female,Kairouan,Low,Unemployed,iOS,3G
7662,24,Male,Gabes,High,Professional,Android,4G
7663,35,Male,Nabeul,High,Retired,iOS,4G
7664,59,Female,Tunis,High,Retired,Android,4G
7665,24,Male,Monastir,Low,Unemployed,Android,4G
7666,57,Male,Sfax,Low,Retired,Android,4G
7667,23,Male,Kairouan,Low,Student,Android,4G
7668,39,Female,Gabes,Medium,Student,Android,4G
7669,18,Male,Nabeul,Medium,Student,Android,3G
7670,21,Male,Sfax,Low,Retired,Android,4G
7671,63,Female,Sousse,Medium,Professional,Feature Phone,4G
7672,66,Female,Bizerte,Low,Professional,iOS,4G
7673,69,Male,Tunis,Low,Unemployed,Feature Phone,4G
7674,67,Male,Bizerte,Medium,Retired,Android,4G
7675,60,Male,Bizerte,Low,Unemployed,iOS,4G
7676,46,Male,Sousse,Low,Retired,iOS,4G
7677,38,Female,Sousse,Low,Professional,Feature Phone,4G
7678,43,Female,Sousse,High,Student,Android,5G
7679,31,Male,Gabes,Medium,Retired,iOS,3G
7680,26,Female,Sfax,Medium,Professional,Android,3G
7681,64,Male,Monastir,Medium,Professional,Android,4G
7682,29,Female,Tunis,Medium,Professional,Android,4G
7683,59,Female,Sousse,Low,Student,Feature Phone,5G
7684,68,Male,Kairouan,Medium,Professional,Android,4G
7685,68,Male,Nabeul,Medium,Unemployed,Android,3G
7686,23,Male,Tunis,Medium,Professional,Feature Phone,4G
7687,37,Male,Nabeul,Medium,Professional,Android,4G
7688,41,Female,Monastir,Medium,Retired,iOS,4G
7689,44,Female,Tunis,Low,Retired,iOS,5G
7690,55,Male,Tunis,High,Retired,Android,3G
7691,25,Female,Sousse,Low,Professional,Android,4G
7692,18,Female,Sousse,High,Professional,Android,4G
7693,66,Male,Sfax,Low,Unemployed,Feature Phone,4G
7694,66,Male,Monastir,Low,Student,iOS,4G
7695,41,Female,Sousse,Medium,Professional,Android,3G
7696,64,Male,Sousse,Low,Student,Android,3G
7697,24,Male,Tunis,High,Professional,Android,5G
7698,36,Female,Sfax,Medium,Student,iOS,4G
7699,39,Female,Bizerte,Medium,Retired,Android,4G
7700,52,Male,Sousse,Low,Professional,Android,3G
7701,47,Female,Kairouan,Low,Unemployed,iOS,3G
7702,46,Male,Sousse,Low,Student,Android,4G
7703,39,Male,Bizerte,Medium,Retired,Android,4G
7704,28,Female,Tunis,Medium,Unemployed,iOS,4G
7705,37,Female,Monastir,Medium,Retired,Android,4G
7706,46,Male,Sfax,High,Professional,Android,4G
7707,68,Male,Tunis,Medium,Unemployed,iOS,3G
7708,58,Male,Monastir,High,Student,Android,4G
7709,59,Female,Gabes,Low,Student,iOS,4G
7710,51,Male,Sousse,Low,Unemployed,iOS,4G
7711,18,Female,Monastir,Low,Student,iOS,4G
7712,48,Male,Kairouan,Low,Retired,iOS,3G
7713,47,Female,Monastir,Medium,Unemployed,iOS,4G
7714,65,Male,Gabes,Medium,Student,Android,5G
7715,35,Female,Sousse,Medium,Retired,Android,3G
7716,34,Male,Gabes,Medium,Student,Android,4G
7717,55,Male,Bizerte,High,Retired,iOS,4G
7718,31,Male,Sousse,High,Professional,Android,3G
7719,40,Male,Kairouan,Low,Retired,Android,4G
7720,42,Female,Sousse,Low,Student,iOS,4G
7721,32,Female,Gabes,Low,Retired,Android,4G
7722,63,Female,Nabeul,Low,Student,iOS,5G
7723,39,Female,Sfax,Medium,Unemployed,Android,4G
7724,20,Female,Gabes,Medium,Unemployed,Android,4G
7725,36,Male,Sousse,Low,Professional,Android,4G
7726,61,Female,Nabeul,Medium,Retired,Android,3G
7727,51,Female,Sousse,Medium,Professional,Android,5G
7728,52,Female,Monastir,Low,Unemployed,Android,4G
7729,67,Female,Nabeul,Low,Retired,Android,4G
7730,18,Male,Sfax,High,Retired,iOS,4G
7731,69,Male,Tunis,Medium,Professional,Android,4G
7732,38,Male,Sfax,Low,Professional,iOS,3G
7733,46,Male,Tunis,Low,Retired,iOS,4G
7734,23,Female,Kairouan,Low,Retired,Android,4G
7735,54,Female,Sousse,Low,Retired,Android,4G
7736,18,Male,Monastir,High,Professional,Android,4G
7737,68,Male,Nabeul,Low,Student,Feature Phone,4G
7738,18,Female,Bizerte,Low,Unemployed,iOS,4G
7739,44,Female,Bizerte,Low,Unemployed,Android,3G
7740,38,Male,Gabes,Medium,Professional,Android,4G
7741,33,Male,Sfax,Low,Retired,Feature Phone,4G
7742,61,Male,Nabeul,Low,Unemployed,iOS,4G
7743,57,Male,Sfax,Medium,Unemployed,Android,3G
7744,43,Female,Nabeul,Medium,Unemployed,Android,4G
7745,33,Female,Bizerte,Low,Unemployed,Android,5G
7746,45,Female,Tunis,Low,Retired,iOS,4G
7747,18,Male,Sfax,Medium,Professional,iOS,4G
7748,53,Female,Tunis,High,Retired,Android,4G
7749,27,Female,Tunis,Low,Retired,Android,3G
7750,60,Male,Tunis,Low,Unemployed,Feature Phone,4G
7751,34,Male,Tunis,Low,Unemployed,iOS,5G
7752,40,Male,Monastir,Medium,Retired,Android,5G
7753,24,Male,Gabes,Medium,Retired,Android,4G
7754,61,Male,Gabes,Medium,Retired,Android,4G
7755,24,Male,Monastir,Medium,Student,Android,4G
7756,61,Female,Bizerte,High,Unemployed,Android,4G
7757,32,Female,Nabeul,High,Professional,Android,4G
7758,51,Female,Gabes,Medium,Professional,Feature Phone,5G
7759,63,Female,Nabeul,Medium,Professional,iOS,4G
7760,62,Female,Kairouan,Low,Student,Android,4G
7761,21,Female,Monastir,Medium,Student,iOS,4G
7762,31,Male,Sfax,Medium,Professional,iOS,4G
7763,31,Male,Kairouan,Medium,Professional,Android,3G
7764,33,Male,Monastir,Low,Professional,iOS,4G
7765,24,Female,Gabes,Medium,Retired,Android,4G
7766,49,Female,Sfax,Medium,Unemployed,iOS,4G
7767,36,Male,Nabeul,Medium,Student,Android,4G
7768,19,Male,Sfax,Low,Student,Android,4G
7769,27,Male,Nabeul,Medium,Retired,Android,4G
7770,67,Male,Tunis,Low,Student,Android,4G
7771,34,Male,Bizerte,High,Professional,Android,4G
7772,54,Female,Tunis,Medium,Student,Feature Phone,3G
7773,29,Female,Monastir,Low,Retired,iOS,5G
7774,23,Female,Tunis,Low,Unemployed,Android,4G
7775,39,Male,Kairouan,Medium,Professional,Android,3G
7776,49,Female,Nabeul,Low,Student,iOS,4G
7777,58,Male,Nabeul,High,Professional,Android,4G
7778,37,Female,Gabes,Medium,Unemployed,Android,4G
7779,18,Male,Nabeul,Low,Student,iOS,5G
7780,64,Male,Kairouan,Medium,Professional,Feature Phone,4G
7781,23,Female,Gabes,Low,Retired,iOS,3G
7782,36,Female,Kairouan,High,Retired,Android,4G
7783,35,Female,Sfax,Low,Unemployed,Android,4G
7784,23,Female,Gabes,High,Unemployed,iOS,4G
7785,62,Female,Nabeul,Medium,Unemployed,Feature Phone,3G
7786,50,Male,Gabes,High,Student,Feature Phone,4G
7787,40,Female,Kairouan,Low,Unemployed,Android,5G
7788,40,Female,Sousse,Low,Student,iOS,4G
7789,43,Male,Sfax,Medium,Professional,Android,3G
7790,30,Female,Monastir,Medium,Retired,Android,4G
7791,24,Male,Nabeul,Low,Professional,Android,4G
7792,32,Female,Sfax,Low,Retired,Feature Phone,5G
7793,61,Female,Nabeul,Low,Unemployed,Android,5G
7794,44,Male,Monastir,Medium,Professional,Android,3G
7795,43,Female,Sousse,Low,Professional,Feature Phone,5G
7796,50,Female,Kairouan,Low,Unemployed,Android,3G
7797,32,Female,Kairouan,Low,Professional,Android,3G
7798,53,Female,Sfax,Medium,Student,iOS,3G
7799,62,Male,Kairouan,Low,Retired,iOS,3G
7800,44,Male,Bizerte,High,Unemployed,Android,5G
7801,22,Female,Bizerte,Low,Student,Feature Phone,4G
7802,19,Female,Nabeul,High,Student,Android,4G
7803,50,Male,Monastir,Medium,Unemployed,Feature Phone,5G
7804,33,Male,Sousse,Low,Professional,iOS,4G
7805,40,Female,Nabeul,Low,Retired,Android,3G
7806,55,Male,Gabes,Medium,Student,iOS,4G
7807,33,Male,Nabeul,Medium,Professional,Android,5G
7808,31,Male,Bizerte,Medium,Unemployed,Android,5G
7809,46,Male,Nabeul,Low,Unemployed,Feature Phone,4G
7810,43,Female,Monastir,High,Retired,Android,5G
7811,52,Male,Nabeul,High,Unemployed,Android,5G
7812,32,Female,Kairouan,Medium,Retired,Android,3G
7813,20,Female,Sousse,Medium,Unemployed,Android,4G
7814,40,Male,Monastir,Medium,Unemployed,iOS,3G
7815,46,Female,Monastir,Low,Student,Feature Phone,4G
7816,51,Female,Bizerte,Low,Professional,Android,5G
7817,50,Male,Tunis,Medium,Student,Android,4G
7818,58,Male,Sousse,High,Retired,Android,4G
7819,58,Male,Sfax,Low,Student,Android,5G
7820,40,Female,Monastir,Medium,Unemployed,Android,3G
7821,24,Female,Bizerte,High,Unemployed,Android,3G
7822,20,Female,Sfax,Low,Professional,Android,4G
7823,49,Female,Sousse,Low,Retired,iOS,4G
7824,48,Male,Bizerte,Medium,Unemployed,Feature Phone,5G
7825,35,Female,Sfax,Low,Professional,iOS,4G
7826,60,Male,Nabeul,Low,Professional,iOS,5G
7827,24,Male,Gabes,Low,Unemployed,Android,4G
7828,58,Male,Monastir,Low,Unemployed,iOS,4G
7829,18,Male,Gabes,High,Retired,Feature Phone,4G
7830,31,Female,Tunis,Medium,Professional,Feature Phone,5G
7831,69,Male,Kairouan,Medium,Professional,Android,3G
7832,49,Female,Sousse,Medium,Professional,iOS,3G
7833,23,Male,Kairouan,High,Retired,iOS,4G
7834,56,Male,Kairouan,Low,Professional,Android,5G
7835,27,Male,Sfax,Low,Student,Feature Phone,5G
7836,24,Female,Tunis,High,Student,Android,4G
7837,43,Male,Sousse,High,Professional,Android,5G
7838,51,Male,Gabes,Low,Student,Android,4G
7839,47,Male,Kairouan,Low,Student,Android,4G
7840,53,Male,Sfax,Medium,Retired,Feature Phone,5G
7841,38,Female,Kairouan,Low,Professional,Android,4G
7842,34,Female,Bizerte,Medium,Retired,Android,4G
7843,50,Male,Gabes,Low,Professional,iOS,3G
7844,27,Male,Kairouan,Low,Unemployed,Android,3G
7845,68,Female,Bizerte,Medium,Student,iOS,4G
7846,64,Female,Bizerte,High,Retired,iOS,3G
7847,59,Female,Sfax,Medium,Retired,Android,4G
7848,68,Male,Sfax,Low,Unemployed,Feature Phone,4G
7849,29,Female,Bizerte,High,Unemployed,Android,4G
7850,33,Male,Tunis,Medium,Student,iOS,4G
7851,58,Female,Kairouan,Low,Student,Feature Phone,5G
7852,49,Female,Bizerte,Low,Professional,iOS,4G
7853,32,Male,Bizerte,Low,Professional,Android,4G
7854,44,Female,Sfax,Medium,Unemployed,Android,5G
7855,45,Male,Kairouan,Medium,Student,iOS,3G
7856,34,Female,Sousse,Low,Student,Feature Phone,4G
7857,63,Male,Gabes,Low,Unemployed,Android,4G
7858,67,Female,Sfax,Low,Unemployed,Android,4G
7859,19,Female,Kairouan,Medium,Retired,Android,3G
7860,53,Male,Kairouan,Low,Unemployed,iOS,4G
7861,67,Male,Nabeul,Low,Retired,Android,4G
7862,24,Male,Monastir,High,Professional,iOS,4G
7863,30,Male,Tunis,Medium,Unemployed,iOS,4G
7864,32,Female,Gabes,Low,Unemployed,Android,4G
7865,42,Female,Sfax,Medium,Unemployed,Android,4G
7866,40,Female,Sfax,Low,Retired,iOS,4G
7867,39,Female,Sousse,Medium,Unemployed,Android,4G
7868,43,Female,Monastir,Medium,Unemployed,Android,4G
7869,50,Female,Monastir,Medium,Student,Android,5G
7870,28,Male,Tunis,Medium,Student,Android,4G
7871,27,Female,Nabeul,Low,Student,Android,4G
7872,42,Female,Nabeul,Medium,Unemployed,iOS,3G
7873,54,Male,Monastir,Low,Student,iOS,5G
7874,65,Female,Tunis,Low,Professional,Feature Phone,4G
7875,60,Female,Nabeul,High,Student,Android,4G
7876,55,Female,Kairouan,Medium,Unemployed,Android,4G
7877,58,Male,Kairouan,High,Student,Android,3G
7878,62,Male,Sfax,Low,Student,Android,4G
7879,41,Female,Nabeul,Medium,Student,Android,3G
7880,57,Male,Sousse,Low,Professional,Android,4G
7881,63,Female,Sfax,Medium,Professional,Android,4G
7882,50,Female,Monastir,Low,Retired,Android,4G
7883,34,Female,Bizerte,Low,Unemployed,Android,3G
7884,41,Male,Kairouan,Low,Professional,Android,4G
7885,54,Female,Bizerte,Medium,Professional,Android,4G
7886,19,Female,Monastir,Low,Professional,iOS,4G
7887,49,Female,Nabeul,High,Unemployed,Android,4G
7888,41,Female,Sousse,Low,Retired,Android,4G
7889,26,Female,Sfax,Low,Unemployed,Android,4G
7890,21,Male,Kairouan,Low,Student,Android,4G
7891,34,Female,Sousse,High,Retired,iOS,3G
7892,34,Male,Sfax,Low,Student,Android,5G
7893,67,Female,Sfax,Low,Professional,iOS,5G
7894,65,Male,Bizerte,Medium,Unemployed,Android,4G
7895,47,Female,Gabes,Low,Student,iOS,4G
7896,57,Female,Monastir,Medium,Retired,Feature Phone,4G
7897,28,Male,Tunis,Low,Student,iOS,3G
7898,38,Male,Kairouan,Medium,Student,Android,5G
7899,38,Female,Tunis,Low,Professional,iOS,4G
7900,35,Male,Nabeul,Medium,Student,Android,4G
7901,46,Male,Sousse,Medium,Student,Android,4G
7902,41,Female,Nabeul,Medium,Professional,iOS,4G
7903,27,Female,Nabeul,Medium,Retired,Feature Phone,4G
7904,62,Female,Tunis,High,Professional,Android,4G
7905,34,Female,Bizerte,Low,Student,iOS,3G
7906,35,Female,Gabes,Low,Unemployed,Android,3G
7907,59,Male,Kairouan,Medium,Professional,Android,5G
7908,65,Female,Monastir,Medium,Professional,iOS,4G
7909,37,Male,Sfax,Low,Student,Android,5G
7910,54,Female,Sfax,Medium,Unemployed,Android,4G
7911,62,Female,Monastir,Low,Retired,Android,4G
7912,35,Male,Bizerte,Medium,Unemployed,iOS,4G
7913,34,Female,Kairouan,High,Professional,Android,4G
7914,26,Male,Tunis,Medium,Unemployed,Android,4G
7915,31,Male,Monastir,Low,Retired,Android,5G
7916,66,Male,Sfax,Medium,Unemployed,Feature Phone,5G
7917,46,Female,Tunis,Medium,Unemployed,iOS,4G
7918,48,Female,Bizerte,Low,Unemployed,iOS,4G
7919,21,Female,Sfax,Medium,Professional,iOS,5G
7920,35,Female,Sousse,High,Student,Android,4G
7921,37,Female,Gabes,Low,Student,Android,5G
7922,64,Female,Tunis,Low,Unemployed,Android,4G
7923,60,Male,Monastir,Low,Professional,Android,5G
7924,61,Female,Kairouan,Medium,Professional,Android,3G
7925,26,Female,Tunis,High,Professional,iOS,4G
7926,30,Female,Tunis,Medium,Student,Android,3G
7927,32,Female,Tunis,Low,Professional,Android,4G
7928,44,Male,Monastir,Medium,Unemployed,Android,4G
7929,32,Male,Bizerte,Medium,Student,Android,3G
7930,45,Male,Bizerte,Medium,Professional,Android,4G
7931,54,Male,Kairouan,Low,Unemployed,iOS,3G
7932,36,Male,Bizerte,Medium,Student,Android,3G
7933,43,Female,Monastir,Medium,Professional,Android,3G
7934,69,Male,Kairouan,Low,Retired,iOS,4G
7935,43,Male,Nabeul,Medium,Unemployed,Android,3G
7936,42,Female,Kairouan,High,Retired,iOS,3G
7937,43,Female,Bizerte,Low,Student,Android,4G
7938,43,Male,Nabeul,High,Professional,iOS,3G
7939,63,Female,Sfax,Low,Unemployed,Android,4G
7940,45,Female,Bizerte,Medium,Unemployed,iOS,4G
7941,66,Male,Sfax,Low,Unemployed,Android,4G
7942,35,Female,Sousse,Low,Retired,Android,5G
7943,49,Male,Bizerte,Medium,Professional,iOS,3G
7944,20,Male,Sousse,Medium,Professional,Android,5G
7945,19,Female,Bizerte,Medium,Professional,Android,4G
7946,50,Male,Sousse,Medium,Retired,Android,4G
7947,59,Male,Gabes,Medium,Student,Android,4G
7948,36,Female,Sousse,High,Retired,iOS,3G
